Text,QUALITY,PERFOMANCE,CUSTOMER#SERVICE,COST,RECOMMENDATIONS
ভালোই কাজ করেছে,2,1,2,2,2
প্রাইস রেইঞ্জ হিসেবে করে এটা বেস্ট চয়েজ।,2,2,2,1,2
দাম হিসাবে সন্তোসজনক।,2,2,2,1,2
থ্যাংকস,2,2,1,2,2
"ভাল, কিনতে পারেন।",2,2,2,2,1
এই দামে এর থেকে আর কি আসা করা যায়।,2,2,2,1,2
একদম ই প্রিমিয়াম।,1,2,2,2,2
কম দাম হলেও কাজ চালানোর মত,2,2,2,1,2
খুবই ভাল প্রোডাক্ট।,1,2,2,2,2
দারাজের ডেলিভারি সবসময়ই অসাধারন,2,2,1,2,2
ই দামে এরচেয়ে ভালো কিছু হয়না।,2,2,2,1,2
খুবই ভাল লেগেছে,1,2,2,2,2
খুবই ভালো পারসোনাল ইউজের জন্য।,1,2,2,2,2
ভালই লাগছে দেখি আগে কি হয়,1,2,2,2,2
খুব ভাল একটা জিনিস।,1,2,2,2,2
অফিসিয়াল শপ থেকে এটা আশা করা যায় না।,2,2,3,2,2
প্রোডাক্ট ভালো.,1,2,2,2,2
চার্জ অনেক কম থাকে,2,3,2,2,2
ব্যাটারী ভালো না!,2,3,2,2,2
চাজ দেয়ার কেবল নস্ট,2,3,2,2,2
এই দামের মধ্যে বেষ্ট,2,2,2,1,2
পন্য থেকে শুরু করে ডেলিভারী সিস্টেম সহ সবকিছুই ভালো,2,2,1,2,2
জীবনেও কখনও ডারাজ থেকে কিছু কিনবোনা।,2,2,3,2,2
ভাল ট্রিমার,2,1,2,2,2
"সব কিছু ভালো,",1,1,1,2,2
ডেলিভারী সিস্টেম অনেক সন্তুষ্টি জনক,2,2,1,2,2
ভাল না তেমন,3,2,2,2,2
মোটামুটি চলে।,2,3,2,2,2
দ্রুত ডেলিভারি।,2,2,1,2,2
"অনেক ভালো ব্যবহার করে ভালো লাগলো,",1,1,2,2,2
"সেইম কাল, কম প্রাইস।",2,2,2,1,2
এই কম টাকায় ভালোই প্রডাক্ট।,2,2,2,1,2
খুবই ভালো ছিলো 😊,1,2,2,2,2
ব্যবহার করে ভাল লেগেছে।,2,1,2,2,2
প্রডাক্টের মান ভালো।,1,2,2,2,2
"বিকাশে ক্যাশব্যাক পাওয়ার কথা, দেয়নি।",2,2,3,2,2
চমৎকার একটি প্রোডাক্ট,1,2,2,2,2
প্রোডাক্টটি ভাল ছিল।,1,2,2,2,2
"প্রতারক, ঠকবাজ ট্রিমিরের বক্সে মোবাইলের কাভার দিয়ে ৩৮০ টাকা নিয়ে গেল।",2,2,3,2,2
"বাটপার দারাজ,",2,2,3,2,2
যারা কিনি তাদের পরতে হয় ভোগান্তিতে।,2,2,3,2,2
দামে কম,2,2,2,1,2
"মিথ্যাবাদীর দল,",2,2,3,2,2
ভালোই ছিলো ॥,1,1,1,2,2
চার্জ অনেক বেশি থাকে,2,1,2,2,2
"প্রডাক্টস ভালো,",1,2,2,2,2
দ্রুত এবং সহজেই কাজ করতে পারি।,2,1,2,2,2
ভাল পণ্য।,1,2,2,2,2
কোয়ালিটি ভাল না।,3,2,2,2,2
আরামদায়ক শেভ এর জন্য খুবই ভাল।,2,1,2,2,2
দাম অনুযায়ী ভালো ।,2,2,2,1,2
১০০% সন্তুষ্ট।,2,2,1,2,2
চলার মতো।,3,3,2,2,2
বেটারি ব্যাক আপ একটু খারাপ।,2,3,2,2,2
দাম ও সাশ্রয়ী।,2,2,2,1,2
"ভালো, কোনো সমস্যা দেয় নাই।",2,1,2,2,2
এই পর্যন্ত ভাল চলছে,2,1,2,2,2
৬ মাস ধরে ব্যবহার করছি এখনো ঠিক সার্ভিস দিচ্ছে।,2,1,2,2,2
অল্প দামের মধ্যে বেস্ট।,2,2,2,1,2
অনেক ভাল লেগেছে ব্যবহার করে।,2,1,2,2,2
নষ্ট হয়ে গেছে,2,3,2,2,2
ডেলিভারি দ্রুত ছিল।,2,2,1,2,2
খুব ভা‌লো এক‌টি মে‌শিন।,2,1,2,2,2
সার্ভিস ভালোই,2,1,2,2,2
দাম সঠিক ছিল,2,2,2,1,2
দাম হিসেবে অনেক ভাল।,2,2,2,1,2
ওয়া‌রি‌ন্টি কার্ড পায়নি।,2,2,3,2,2
তাই আমি সন্তুষ্ট ব্যবহার করে।,2,1,2,2,2
তারপরও ভালো।,2,2,2,2,2
"ফিটিং ভাল হয়েছে,",1,2,2,2,2
ছবির ঘড়ির সাথে আমার কাছে দারাজের পাঠানো ঘড়ির মিল নেই,2,2,3,2,2
আমার খুবই ভাল লেগেছে।,1,2,2,2,2
একদম মনের মতো জিনিস পেয়েছি,1,2,2,2,2
প্রোডাক্ট এর কোয়ালিটি ভাল,1,2,2,2,2
দারাজের ছবির সাথে ডেলিভারী করা প্রোডাক্টের মিল নাই।,2,2,3,2,2
প্রাইস হিসেবে ভালো,2,2,2,1,2
ছবির কালার এর সাথে মিল নেই।,2,2,3,2,2
"স্ক্রাচ পড়েছে, প্লাস্টিকের হাতল কাভার ফেটে গেছে",2,2,3,2,2
সবচেয়ে দুঃখজনক হলো যে প্রডাক্ট অর্ডার করছি সেটি পাইনি।,2,2,3,2,2
একটি পাটস্ পাঠানো হয়নি।,2,2,3,2,2
ভালই মনে হচ্ছে।,1,2,2,2,2
সেলার কিছু ধোঁকাবাজির আশ্রয় নিয়েছে,2,2,3,2,2
কাপড় এবং প্রিন্ট কোয়ালিটি ভালো,1,2,2,2,2
অর্ডার পেলাম না এখনো :(,2,2,3,2,2
দারাজ থেকে কিনে খুব হ্যাপি।,2,2,1,2,2
একেবারে বাজে ছিল,3,2,3,2,2
কি আজব!!,2,2,2,2,2
দারাজ ইজ বেস্ট,2,2,1,2,2
নতুন বাটপারির ধান্দা বের করেছে।,2,2,3,2,2
ভাউচার এর জন্য সেরা দারাজ ।।,2,2,1,2,2
আই লাভ দারাজ ।।,2,2,1,2,2
দারাজ এর প্রোডাক্ট কোয়ালিটি খুব ভালো কোয়ালিটি।,1,2,2,2,2
দারাজ এর রিফান্ড পলিসি খুব ভালো।।,2,2,1,2,2
এক টি শার্টের কথা বলে আরেকটা ডেলিভারী দিছে।,2,2,3,2,2
ডারাজ ভুয়া ফেক,2,2,3,2,2
আমি প্রতারিত হলাম,2,2,3,2,2
এত অভিযোগ!!!,2,2,3,2,2
দারাজ তুমি আসলেই ভালো,2,2,1,2,2
দারাজের চেয়ে জঘন্যতম কোন সার্ভিস আমি আমার জীবনে দেখি নাই।,2,2,3,2,2
এক কথায় জঘন্যতম।,2,2,3,2,2
দারাজ বাটপারদের থেকে কেউ কিনবেন না প্লিজ।,2,2,3,2,3
বাটপারি দেখায় একটা দিল আরেকটা,2,2,3,2,2
ওরা চিটার 😡,2,2,3,2,2
দারাজ ভুয়া,2,2,3,2,2
দারাজ ১১.১১ এর নামে ধান্দাবাজি করছে।,2,2,3,2,2
সব দুই নাম্বারি ১০০ টাকার জিনিস ৫০০ টাকা,2,2,3,2,2
লাইভে সবাই রিপোর্ট মারো দারাজ বাটপার,2,2,3,2,2
বাটপার দারাজ,2,2,3,2,2
রিজেক্ট প্রডাক্ট ডেলিভারী দেয়,3,2,3,2,2
ফালতু দারাজ,2,2,3,2,2
হাইস্যকর এগুলা হাইস্যকর,2,2,2,2,2
অনেক সুন্দর,1,2,2,2,2
চোর বাটপার,2,2,3,2,2
বাটপার কোম্পানি ।।,2,2,3,2,2
রাবিশ কোম্পানি,2,2,3,2,2
প্রতারনার অন্য নাম দারাজ,2,2,3,2,2
কেউ দারাজের ফাদে পা দিবেন না,2,2,3,2,2
চমৎকার পণ্য।,1,2,2,2,2
সবাই তোমার উপরে নারাজ 👎👎👎,2,2,3,2,2
ভাইরে এ ধান্দাবাজি ব্যবসা বাদ দাও,2,2,3,2,2
পুরাই ফালতু!!!,3,2,2,2,2
ভুয়া কোম্পানি,2,2,3,2,2
চিটারির একটা সীমা থাকে,2,2,3,2,2
মামলা হবে শুধু মামলা,2,2,3,2,2
দারাজে সব কিছুর দাম অনেক অনেক বেশি,2,2,3,3,2
যতসব বাটপারি,2,2,3,2,2
দারাজ ধ্বংস করে দিল ই-কমার্স ব্যবসা,2,2,3,2,2
দারাজের সব দিক ভাল,2,2,1,2,2
"দারাজ থেকে প্রথম কিছু কিনলাম, আমেজিং....",2,2,1,2,2
পন্য অর্ডার ডেলিভারি খুব ভাল,2,2,1,2,2
দারাজ অল দ্যা বেষ্ট,2,2,1,2,2
এগিয়ে যাক দারাজ,2,2,1,2,2
দারাজ বেস্ট মার্কেট প্ল্যাটফর্ম অফ বাংলাদেশ,2,2,1,2,2
"আমরা হতাশ,",2,2,3,2,2
আচ্ছা তদের নাম দারাজ না হয়ে ধান্দাবাজ হলো না কেন,2,2,3,2,2
এরা প্রতারক।,2,2,3,2,2
ফালতু অফার,2,2,3,2,2
দারাজকে বর্জন করুর সবাই।,2,2,2,2,3
ভুয়া কথাবার্তা,2,2,3,2,2
সব ভন্ডামি,2,2,3,2,2
১১ টাকায় প্রোডাক্ট টা ভুয়া,2,2,3,3,2
দারাজের মত অনলাইন শপ আমরা চাই না বাংলাদেশে,2,2,3,2,2
ভন্ড দারাজ,2,2,3,2,2
ধন্যবাদ দিতে বাধ্য হলাম,2,2,1,2,2
খবরদার ফাঁসবেন না,2,2,3,2,2
দারাজের এটা কি রকম ধান্দাবাজি!,2,2,3,2,2
ড্রেসটা কিন্তু সুন্দর,1,2,2,2,2
সবচেয়ে খারাপ অনলাইন,2,2,3,2,2
এখন দারাজের শিপিং ( ডেলিভারি) চার্জ বেশি।,2,2,3,2,2
এছাড়াও পণ্য মানের খুব খারাপ।,3,2,2,2,2
এটা কেবল জালিয়াতি,2,2,3,2,2
এটা কিনে খুশি …,2,2,1,2,2
"মূল্যের জন্য, এটা ঠিক আছে।",2,2,2,1,2
দ্রুত ডেলিভারি,2,2,1,2,2
এটা ভালো ছিল,1,2,2,2,2
ভাল পণ্য ... .,1,2,2,2,2
বিক্রেতা আমাকে ক্ষতিগ্রস্ত পণ্য পাঠান।,2,2,3,2,2
হ্যাঁ খুশি ভাল অবস্থা,1,2,1,2,2
জাল পণ্য।,3,2,3,2,2
চমৎকার কাজ করে.,2,1,2,2,2
এটা খুবই সুন্দর. অসাধারণ শব্দ।,2,1,2,2,2
এটা আমাদের জন্য ভাল না,2,2,2,2,2
খুশি বেশী 😊,2,2,1,2,2
এটি সত্যিই একটি খুব ভাল হেডসেট।,2,1,2,2,2
ভাল মানের শব্দ,2,1,2,2,2
শব্দ খুব খারাপ মানের,2,3,2,2,2
সম্পূর্ণরূপে সন্তুষ্ট,2,2,1,2,2
আমি সত্যিই হতাশ,2,2,3,2,2
শুধু সন্ত্রস্ত মানের ইয়ারফোন,2,2,2,2,2
শব্দ মানের খুব অনন্য।,2,1,2,2,2
পণ্য এর মান ভাল না,3,2,2,2,2
দ্রুত ডেলিভারির জন্য আপনাকে ধন্যবাদ।,2,2,1,2,2
সাউন্ড এর মান ভাল।,2,1,2,2,2
"এটি একটি চমৎকার পণ্য,",1,2,2,2,2
হ্যাঁ আমি এটা পছন্দ করি.,2,2,1,2,2
পণ্য ভাল অবস্থায় প্রাপ্ত হয়েছিল।,2,2,1,2,2
জেনুইন পণ্য জন্য আপনাকে ধন্যবাদ।,2,2,1,2,2
সন্তুষ্ট না।,2,2,3,2,2
সত্যিই ভাল শব্দ,2,1,2,2,2
এটি একটি ভাল মানের পণ্য তবে দ্রুত ডেলিভারির প্রয়োজন।,1,2,3,2,2
খুবই হতাশাজনক,2,2,3,2,2
ভাল চেহারা এবং শব্দ এর মান ভাল।,2,1,2,2,2
সামগ্রিক এটা ঠিক আছে ....,2,2,1,2,2
খারাপ গুনমাণ,3,2,2,2,2
এই পণ্য সম্পর্কে কোন সমস্যা নেই।,1,2,2,2,2
চমৎকার হেডফোন,2,1,2,2,2
ভালো সেবা,2,2,1,2,2
এটি একটি চমৎকার মানের হেডফোন।,2,1,2,2,2
শব্দ এর মান খুব দরিদ্র।,2,3,2,2,2
পণ্য এবং শব্দ এর মান খুব খারাপ।,2,3,2,2,2
পণ্য মানের ভাল ছিল।,1,2,2,2,2
এটি একটি আশ্চর্যজনক হেডফোন ছিল।,2,1,2,2,2
ব্যাস এর মান খুব খারাপ।,3,2,2,2,2
ভাল কাজ করে.,2,1,2,2,2
আমি আপনার কাছ থেকে নিষ্ক্রিয় পণ্য পেয়েছি যা খুব অপ্রত্যাশিত,2,2,3,2,2
শব্দ এর মান ভাল না,2,3,2,2,2
টেকসই হেডফোন।,1,2,2,2,2
সবচেয়ে খারাপ শব্দ এর মান!,2,3,2,2,2
খুব স্পষ্ট শব্দ,2,1,2,2,2
হেডফোন সম্পর্কে খুশি।,2,1,2,2,2
সাউন্ডের গুণমান ভাল।,2,1,2,2,2
সাউন্ড কোয়ালিটি ভাল নয়..,2,3,2,2,2
চমৎকার শব্দ এর মান,2,1,2,2,2
মিথ্যাবাদী বিক্রেতা,2,2,3,2,2
অনেক উপভোগ করছি।,2,1,2,2,2
এই হেডফোনটির গুণটি সত্যিই ভাল।,2,1,2,2,2
"ভাল এবং মূল পণ্য,",1,2,2,2,2
আমাকে বলেছিল এটা আসল কিন্তু আমাকে একটি কপি পণ্য দিয়েছে।,2,2,3,2,2
শব্দ এর মান ভাল,2,1,2,2,2
খুব দীর্ঘ টেকসই ইয়ারফোন।,1,2,2,2,2
চমৎকার পণ্য।,2,1,2,2,2
সেরা একটি ..,2,2,2,2,2
সেরা হেডফোন,2,1,2,2,2
তার শব্দ এর মান ভাল।,2,1,2,2,2
শব্দ এর মান এই মূল্যের জন্য যথেষ্ট ভাল।,2,1,2,1,2
এই মূল্য পয়েন্ট থেকে শ্রেষ্ঠ।,2,2,2,1,2
সবকিছু ভাল ছিল,1,1,1,2,2
সম্পূর্ণরূপে সন্তুষ্ট ....,2,2,1,2,2
খুব ভাল পণ্য এবং ভাল সেবা,1,2,1,2,2
আমার জন্য ভাল অভিজ্ঞতা ছিল,2,2,1,2,2
সবকিছু ঠিক আছে,1,2,1,2,2
খুব সুন্দর কনফিগারেশন,1,2,2,2,2
এখন পর্যন্ত কোন সমস্যা নেই।,2,1,2,2,2
পণ্যটি ত্রুটিপূর্ণ,3,3,3,2,2
এই বাজেটে সেরা ফোন।,2,2,2,1,2
খুব ভাল ফোন।,1,2,2,2,2
সস্তা দামে ভাল মোবাইল,2,2,2,1,2
সস্তা দাম সঙ্গে চমৎকার পণ্য।,2,2,2,1,2
আপনার টাকা নষ্ট করবেন না,2,2,2,2,3
পণ্য এর মান ভাল ছিল।,1,2,2,2,2
"ওজনে হালকা, সর্বোপরি ভাল",1,2,2,2,2
পণ্য এর মান উচ্চতর,2,1,2,2,2
"সবচেয়ে খারাপ ফোন,",2,3,2,2,2
"দেখতে যথেষ্ট সুন্দর,",1,2,2,2,2
আমি মনে করি আমি আমার টাকা অপচয়,2,2,2,3,2
এটি একটি আশ্চর্যজনক পণ্য .,1,2,2,2,2
আমি এটা ভালোবাসি!,1,2,2,2,2
নিম্ন মানের পণ্য।,3,2,2,2,2
এটি সত্যিই খুব অস্বাভাবিক।,2,2,2,2,2
আমাকে হতাশ করেনি,2,2,1,2,2
আমি ভাল দাম মধ্যে আসল পণ্য পেয়েছিলাম।,1,2,2,1,2
এটা সত্যই খুব ভালো!!!,1,2,2,2,2
খুব ভাল ..,1,2,2,2,2
আমি পণ্য সম্পর্কে খুব হতাশ।,3,2,2,2,2
শব্দ গুণ খুব খারাপ,2,3,2,2,2
এই বাজেটে ভাল।,2,2,2,1,2
সন্দেহ ছাড়াই সেরা ব্লুটুথ পোর্টেবল স্পিকার,2,1,2,2,2
এটি আপনার কাছ থেকে সম্পূর্ণরূপে অগ্রহণযোগ্য।,2,2,3,2,2
হতাশ এবং ঘৃণ্য।,2,2,3,2,2
সবকিছু ঠিক আছে,1,2,1,2,2
ভয়ানক মানের।,1,2,2,2,2
এই মূল্য পরিসরে একটি ভাল মানের স্পিকার।,2,1,2,2,2
ভাল মানের এবং দ্রুত ডেলিভারি।,1,2,1,2,2
এই পণ্য বেশ ভাল,1,2,2,2,2
চমৎকার পণ্য।,1,2,2,2,2
ভুয়া চিৎকার শুনতেও বেশী সময় লাগবেনা,2,3,2,2,2
জেনুইন পণ্য পেতে সেরা জায়গা।,1,2,1,2,2
Pickaboo খাঁটি,2,2,1,2,2
চমৎকার সেবা,2,2,1,2,2
শুধু এটা প্রেমময়।,2,2,2,2,2
একটি সন্ত্রস্ত 7mp সামনে ক্যামেরা,2,1,2,2,2
"এলিট, স্টাইলিশ,",1,2,2,2,2
সুরক্ষিত এবং চমত্কার!,1,2,2,2,2
এটি একটি ভাল ফোন।,2,1,2,2,2
আমি সন্তুষ্ট এবং খুব দ্রুত ডেলিভারি।,2,2,1,2,2
আমি Pickaboo সেবা এবং পণ্যের জন্য সন্তুষ্ট।,2,2,1,2,2
পারফরমেন্স বেশ ভাল,2,1,2,2,2
"রঙ, গতি, ক্যামেরা সবকিছু সন্ত্রস্ত।",2,1,2,2,2
গ্রেট ডিজাইন।,1,2,2,2,2
কোন সমস্যা নেই।,2,2,1,2,2
আমি এটা খুব ভালভাবে ব্যাবহার করছি।,2,1,2,2,2
সেরা সেল ফোন,2,1,2,2,2
খুব ভাল সেবা,2,2,1,2,2
এই ফোন ব্যতিক্রমী কর্মক্ষমতা ক্ষমতা আছে।,2,1,2,2,2
"সর্বোত্তম মূল্য,",2,2,2,1,2
আমি এই ফোন পছন্দ করতেছি।,2,1,2,2,2
প্রতিদিন ব্যবহারের জন্য সামগ্রিকভাবে ভাল ফোন।,2,1,2,2,2
"ভালো মানের, ভাল ক্যামেরা,",1,1,2,2,2
চমৎকার কর্মক্ষমতা।,2,1,2,2,2
সবকিছু ফাইন,1,2,1,2,2
দাম খুব বেশী কনফিগারেশনের তুলনায়,2,1,2,1,2
অত্যন্ত বাঞ্ছনীয়. সামগ্রিকভাবে এটি একটি দারুন ফোন।,2,1,2,2,2
আমি তার কর্মক্ষমতা সঙ্গে সন্তুষ্ট।,2,1,2,2,2
দক্ষ ব্যাটারি ব্যাকআপ,2,1,2,2,2
"ফোন ধীর, ক্যামেরা চিহ্নিত করা হয় না",2,3,2,2,2
আমি এটা পছন্দ করি না।,2,2,2,2,2
কনফিগারেশন অনুযায়ী দামটা একটু বেশি।,2,2,2,3,2
ভয়েস আশ্চর্যজনক ও স্পষ্ট,2,1,2,2,2
নকিয়া সর্বদা ভাল মানের ফোন তৈরি করছে,1,2,2,2,2
এটি দৈনন্দিন ব্যবহারের জন্য একটি ভাল ফোন,2,1,2,2,2
ক্যামেরা সন্তোষজনক মানের নয়,2,3,2,2,2
ভাল পণ্য এবং দ্রুত ডেলিভারি।,1,2,1,2,2
খুব টেকসই,1,2,2,2,2
ব্যাটারি ব্যাকআপও আশ্চর্যজনক।,2,1,2,2,2
এটা দিয়ে খুশি।,2,2,2,2,2
"নোকিয়া নোকিয়া, শীর্ষ বর্গ বিল্ড মানের।",2,1,2,2,2
এটি এখন বাজারে পাওয়া সেরা বাজেট ফোন।,2,1,2,1,2
GR5 এবং pickaboo উভয় চমৎকার।,2,2,1,2,2
চমৎকার কর্মক্ষমতা,2,1,2,2,2
অসামান্য ক্যামেরা,2,1,2,2,2
"ফোন খুব ভাল মানের, এবং মসৃণ ।",1,1,2,2,2
যুক্তিসঙ্গত মূল্য,2,2,2,1,2
এটার অসাধারণ দৃষ্টিভঙ্গি,2,2,2,2,2
আপনাদের সাফল্য কামনা করছি,2,2,1,2,2
ভাল ক্যামেরা এবং একটি বিশাল ব্যাটারি !!,2,1,2,2,2
এই ফোন খুব বিস্ময়কর সেবা দেয়।,2,1,2,2,2
এটি একটি খুব সুন্দর ফোন ছিল।,1,1,2,2,2
"মসৃণ গেমিং,",2,1,2,2,2
এটি সেরা স্মার্টফোনের একটি ...,2,1,2,2,2
অপ্রতিরোধ্য যা সবচেয়ে ভাল প্রস্তাব,2,1,2,2,2
"এটি একটি লঘু ফোন, খুব ধীরে চলে।",2,3,2,2,2
ভারী গেম মসৃণভাবে চলে না।,2,3,2,2,2
আমি দ্বিধা ছাড়াই এই ফোন কিনতে সুপারিশ করতে চাই,2,2,2,2,1
গেমিং খুব মসৃণ,2,1,2,2,2
"হেভি গেমিং এর জন্য বেস্ট, ক্যামেরাও অনেক ভালো",2,1,2,2,2
এখন শহরের সেরা ফোন।,2,1,2,2,2
আমি তার কর্মক্ষমতা এবং মানের দ্বারা বিস্মিত ছিলাম।,2,1,2,2,2
তাদের চমৎকার ও সক্রিয় সেবার জন্য Pickaboo সঙ্গে খুব সন্তুষ্ট,2,1,2,2,2
কঠিন বিল্ড মানের সঙ্গে চমৎকার ট্যাবলেট।,2,1,2,2,2
সাউন্ড কোয়ালিটি ভাল!,2,1,2,2,2
অনেক ভাল কর্মক্ষমতা,2,1,2,2,2
এই পণ্য নিয়ে খুব খুব সন্তুষ্ট,2,2,1,2,2
গুণমান ভাল এবং পুরোপুরি উপযুক্ত।,1,2,2,2,2
আমি অসন্তুষ্ট,2,2,3,2,2
"ভাল না, টাকা সম্পূর্ণ অপচয় ।",3,2,2,3,2
পণ্য খুব টেকসই।,1,1,2,2,2
ভাল না।,3,2,2,2,2
এই পণ্য খুব নিম্ন মানের ছিল।,3,2,2,2,2
সম্পূর্ণরূপে অর্থ অপচয়।,2,2,2,3,2
ফিনিসিং অবিশ্বাস্য।,1,2,2,2,2
এই জিনিস আপনার মাইল ব্যান্ড 3 গ্লাস উপযুক্ত হবে না।,2,2,2,2,3
এই পণ্য ভাল না।,3,2,2,2,2
Anker সর্বদা একটি গ্রেট ব্র্যান্ড।,2,2,1,2,2
এটা খুব সুন্দর দেখাচ্ছে এবং,1,2,2,2,2
চার্জার সত্যিই চমৎকার এবং ভাল।,2,1,2,2,2
আমি এই চার্জারটি ক্রয় করে মোটেও সন্তুষ্ট নই।,2,3,2,2,2
চমৎকার প্যাকেজিং।,2,2,1,2,2
একটি যুক্তিসঙ্গত মূল্যে এই মূল চার্জার অফার জন্য ধন্যবাদ pickaboo।,2,1,1,2,2
স্বাভাবিক হিসাবে হতাশ না,2,2,1,2,2
আমার প্রত্যাশার থেকে বেশী।,2,2,1,2,2
এই পাওয়ার ব্যাংক ব্র্যান্ড বাজারে অন্য কোনও পাওয়ার ব্যাংকের তুলনায় ভাল,2,1,2,2,2
ভাল পণ্য. প্রিমিয়াম মানের।,1,2,2,2,2
মিথ্যা তথ্য প্রদান করে পণ্য বিক্রি করেছে।,2,2,3,2,2
দ্রুত এবং নিরাপদ,2,1,2,2,2
আকারের তুলনায় পাওয়ার ব্যাংক কর্মক্ষমতা বেশ ভাল,2,1,2,2,2
ভালো পণ্য.,1,2,2,2,2
যুক্তিসঙ্গত মূল্য সঙ্গে একটি চমৎকার,2,2,2,1,2
"ব্যবহার করা সহজ,",2,1,2,2,2
একটি গ্রেট সেবা সঙ্গে খুব টেকসই এবং আড়ম্বরপূর্ণ নকশা।,1,2,2,2,2
ডিজাইন খুব পাতলা এবং আড়ম্বরপূর্ণ।,1,2,2,2,2
আমি কখনও দেখা বাজেট মধ্যে সেরা পাওয়ার ব্যাংক,2,1,2,1,2
এই পাওয়ার ব্যাংক অবিশ্বাস্যভাবে নির্ভরযোগ্য,2,1,2,2,2
pickaboo মধ্যে পণ্য মানের সম্পর্কে কোন সন্দেহ নেই,2,2,1,2,2
সত্যিই পণ্য এবং ছাড় দাম সঙ্গে খুশি।,1,2,2,1,2
আমাদের বিশেষ সুবিধা সঙ্গে ব্যতিক্রমী পণ্য দেবার জন্য pickaboo ধন্যবাদ,2,2,1,2,2
আপনি এটা অনুশোচনা করবে না।,2,2,2,2,1
পিকাবু বাংলাদেশের সবচেয়ে ভাল অনলাইন দোকান মনে হয়।,2,2,1,2,2
"শীর্ষ মানের, বিশ্বাসযোগ্য সাইট Pickaboo",2,2,1,2,2
কোন ত্রুটি খুঁজে পাওয়া যায় নি।,2,2,1,2,2
Pickaboo উপর বিশ্বাস রাখুন,2,2,1,2,2
কর্মক্ষমতা খুব ভাল,2,2,1,2,2
এই পণ্য ভাল।,2,2,1,2,2
আমি সত্যিই এটা পছন্দ করি!!!,2,2,1,2,2
এটা হতাশা জনক,2,2,3,2,2
ব্র্যান্ড নতুন।,2,2,2,2,2
ভাল মূল্যে ভাল পণ্য পাওয়া যায়।,2,2,2,1,2
মান এবং চেহারা আকর্ষণীয়।,1,2,2,2,2
যেমন একটি সুদৃশ্য পণ্য। :-),1,2,2,2,2
ভাল আকার এবং আকার।,1,2,2,2,2
আমাকে জেনুইন আইটেম সরবরাহ করার জন্য Pickaboo ধন্যবাদ।,2,2,1,2,2
ব্যাটারির জন্য ক্ষতিকর নয়।,2,1,2,2,2
এমআই পাওয়ার ব্যাংক সেরা,2,1,2,2,2
Pickaboo থেকে সত্যিই ভাল সেবা পাওয়া যায়।,2,2,1,2,2
আমি খুব সন্তুষ্ট এবং পরবর্তী সময়ে আরো জিনিস অর্ডার করব।,2,2,1,2,2
অক্ষত এবং সম্পূর্ণরূপে সন্তুষ্ট।,2,2,1,2,2
কম খরচে. ভাল পণ্য,2,2,2,1,2
এটা খুব দরকারী।,2,2,2,2,1
জোস জিনিশ ।,1,1,2,2,2
ভাল মানের। আমি সন্তুষ্ট.,1,2,2,2,2
এটা খুবই সমস্যাকর।,2,2,3,2,2
বর্ণনা হিসাবে পণ্য ঠিক আছে।,2,2,1,2,2
"চমৎকার পণ্য মানের, ভাল সেবা",1,2,1,2,2
এটা আমাদের জন্য ভাল না তাই এই দোকান কিনতে না,2,2,2,2,2
খুশি বেশী 😊,2,2,2,2,2
এটি সত্যিই একটি খুব ভাল হেডসেট।,2,1,2,2,2
ভাল মানের শব্দ,2,1,2,2,2
শব্দ মানের খুব খারাপ,2,3,2,2,2
সম্পূর্ণরূপে সন্তুষ্ট,2,2,1,2,2
আমি সত্যিই হতাশ,2,2,3,2,2
শব্দ মানের খুব অনন্য।,2,1,2,2,2
শুধু সন্ত্রস্ত মানের ইয়ারফোন,2,1,2,2,2
দ্রুত ডেলিভারির জন্য আপনাকে ধন্যবাদ।,2,2,1,2,2
পণ্য এর মান ভাল না,3,2,2,2,2
সাউন্ড এর মান ভাল।,2,1,2,2,2
"এটি একটি চমৎকার পণ্য,",1,2,2,2,2
হ্যাঁ আমি এটা পছন্দ করি.,2,2,1,2,2
পণ্য ভাল অবস্থায় প্রাপ্ত হয়েছিল।,2,2,1,2,2
জেনুইন পণ্য জন্য আপনাকে ধন্যবাদ।,2,2,1,2,2
সন্তুষ্ট না।,2,2,3,2,2
সত্যিই ভাল শব্দ,2,1,2,2,2
এটি একটি ভাল মানের পণ্য তবে দ্রুত ডেলিভারির প্রয়োজন।,2,2,1,2,2
খুবই হতাশাজনক,2,2,3,2,2
এই পণ্য সম্পর্কে কোন সমস্যা নেই।,1,2,2,2,2
ভাল চেহারা এবং শব্দ এর মান ভাল।,2,1,2,2,2
সামগ্রিক এটা ঠিক আছে ....,1,2,2,2,2
খারাপ গুনমাণ,3,2,2,2,2
চমৎকার হেডফোন,2,1,2,2,2
ভালো সেবা,2,2,1,2,2
এটি একটি চমৎকার মানের হেডফোন।,2,1,2,2,2
শব্দ এর মান খুব দরিদ্র।,2,3,2,2,2
পণ্য এবং শব্দ এর মান খুব খারাপ।,2,3,2,2,2
পণ্য মানের ভাল ছিল।,1,2,2,2,2
এটি একটি আশ্চর্যজনক হেডফোন ছিল।,2,1,2,2,2
ভাল কাজ করে.,2,1,2,2,2
আমি আপনার কাছ থেকে নিষ্ক্রিয় পণ্য পেয়েছি যা খুব অপ্রত্যাশিত,2,2,3,2,2
শব্দ এর মান ভাল না,2,3,2,2,2
